"52,498375026","34,582129162","17,916245864","17,8933762334"
"56,141283433","38,197845572","17,943437861","0,0420775662742203"
"32,012246099","14,117612194","17,894633905","0,0153279011197269"
"71,184535772","53,317865208","17,866670564",
"45,287622842","27,302241644","17,985381198",
"24,153949824","6,326242612","17,827707212",
"60,220595186","42,345637642","17,874957544",
"32,236474063","14,24586912","17,990604943",
"73,177506507","55,270212493","17,907294014",
"44,089101468","26,213657609","17,875443859",
"75,316853457","57,36604471","17,950808747",
"66,646358059","48,662292978","17,984065081",
"38,070624848","20,151026758","17,91959809",
"23,194851702","5,319600368","17,875251334",
"61,128071444","43,239689849","17,888381595",
"29,680269094","11,783610967","17,896658127",
"61,021194162","43,159776503","17,861417659",
"29,412571022","11,498382481","17,914188541",
"71,520901629","53,608013872","17,912887757",
"52,627618682","34,743716845","17,883901837",
"20,16344091","2,231873011","17,931567899",
"61,042529996","43,047633024","17,994896972",
"33,058261926","15,127548094","17,930713832",
"63,208211104","45,351787535","17,856423569",
"33,018828856","15,127951004","17,890877852",
"70,682106856","52,775789731","17,906317125",
"43,320163891","25,38354564","17,936618251",
"18,590497281","0,679972499","17,910524782",
"49,163901283","31,255889926","17,908011357",
"77,469797896","59,59199467","17,877803226",
"53,859673064","36,007906118","17,851766946",
"26,045862295","8,151957906","17,893904389",
"72,363538865","54,489782772","17,873756093",
"46,073000094","28,185668568","17,887331526",
"73,384621687","55,4817479","17,902873787",
"46,723097513","28,905119194","17,817978319",
"21,315392652","3,465640485","17,849752167",
"50,886719975","33,033336974","17,853383001",
"24,347402556","6,505488483","17,841914073",
"60,393261342","42,521525008","17,871736334",
"35,45867447","17,529501553","17,929172917",
"65,154476297","47,275402119","17,879074178",
"33,254260734","15,402006151","17,852254583",
"65,755603176","47,865955854","17,889647322",
"40,817798528","22,923581337","17,894217191",
"69,415718416","51,531294447","17,884423969",
"36,689911838","18,826177321","17,863734517",
"66,029682352","48,202658057","17,827024295",
"41,216628977","23,355381406","17,861247571",
"70,993576808","53,163248913","17,830327895",
